SP,OD600
AA,0.216
AA,0.222
AA,0.241
AA,0.231
AA,0.213
AA,0.048
AA,0.047
AA,0.222
AA,0.231
AA,0.238
AA,0.256
AA,0.246
AA,0.228
AA,0.048
AA,0.047
AA,0.237
AA,0.247
AA,0.254
AA,0.271
AA,0.262
AA,0.243
AA,0.048
AA,0.047
AA,0.252
AA,0.263
AA,0.271
AA,0.287
AA,0.279
AA,0.258
AA,0.048
AA,0.047
AA,0.269
AA,0.28
AA,0.289
AA,0.304
AA,0.297
AA,0.274
AA,0.048
AA,0.047
AA,0.285
AA,0.299
AA,0.307
AA,0.323
AA,0.316
AA,0.292
AA,0.048
AA,0.048
AA,0.303
AA,0.318
AA,0.328
AA,0.342
AA,0.336
AA,0.31
AA,0.048
AA,0.047
AA,0.321
AA,0.34
AA,0.349
AA,0.365
AA,0.357
AA,0.329
AA,0.048
AA,0.047
AA,0.342
AA,0.363
AA,0.373
AA,0.388
AA,0.381
AA,0.35
AA,0.048
AA,0.047
AA,0.364
AA,0.387
AA,0.399
AA,0.413
AA,0.406
AA,0.373
AA,0.048
AA,0.047
AA,0.389
AA,0.413
AA,0.425
AA,0.44
AA,0.432
AA,0.398
AA,0.048
AA,0.047
AA,0.413
AA,0.441
AA,0.454
AA,0.468
AA,0.462
AA,0.423
AA,0.048
AA,0.047
AA,0.442
AA,0.468
AA,0.482
AA,0.499
AA,0.494
AA,0.452
AA,0.048
AA,0.047
AA,0.47
AA,0.498
AA,0.513
AA,0.529
AA,0.524
AA,0.481
AA,0.048
AA,0.047
AA,0.502
AA,0.529
AA,0.544
AA,0.561
AA,0.558
AA,0.513
AA,0.048
AA,0.047
AA,0.533
AA,0.56
AA,0.577
AA,0.593
AA,0.59
AA,0.544
AA,0.048
AA,0.047
AA,0.567
AA,0.59
AA,0.61
AA,0.628
AA,0.624
AA,0.576
AA,0.048
AA,0.047
AA,0.601
AA,0.626
AA,0.644
AA,0.663
AA,0.66
AA,0.611
AA,0.047
AA,0.047
AA,0.637
AA,0.663
AA,0.678
AA,0.697
AA,0.695
AA,0.648
AA,0.048
AA,0.047
AA,0.672
AA,0.694
AA,0.708
AA,0.727
AA,0.724
AA,0.682
AA,0.048
AA,0.047
AA,0.702
AA,0.724
AA,0.742
AA,0.758
AA,0.759
AA,0.712
AA,0.048
AA,0.047
AA,0.733
AA,0.759
AA,0.777
AA,0.793
AA,0.794
AA,0.748
AA,0.048
AA,0.047
AA,0.768
AA,0.793
AA,0.811
AA,0.826
AA,0.826
AA,0.781
AA,0.048
AA,0.047
AA,0.799
AA,0.825
AA,0.838
AA,0.852
AA,0.852
AA,0.813
AA,0.048
AA,0.047
AA,0.83
AA,0.848
AA,0.858
AA,0.87
AA,0.869
AA,0.839
AA,0.048
AA,0.047
AA,0.848
AA,0.864
AA,0.879
AA,0.888
AA,0.891
AA,0.856
AA,0.048
AA,0.047
AA,0.866
AA,0.885
AA,0.905
AA,0.908
AA,0.914
AA,0.877
AA,0.048
AA,0.047
AA,0.887
AA,0.907
AA,0.923
AA,0.927
AA,0.935
AA,0.898
AA,0.048
AA,0.047
AA,0.906
AA,0.93
AA,0.946
AA,0.943
AA,0.955
AA,0.92
AA,0.048
AA,0.047
AA,0.925
AA,0.949
AA,0.967
AA,0.962
AA,0.973
AA,0.94
AA,0.048
AA,0.047
AA,0.941
AA,0.969
AA,0.986
AA,0.98
AA,0.993
AA,0.959
AA,0.047
AA,0.047
AA,0.961
AA,0.988
AA,1.006
AA,0.997
AA,1.011
AA,0.98
AA,0.048
AA,0.047
AA,0.978
AA,1.007
AA,1.026
AA,1.013
AA,1.031
AA,0.997
AA,0.047
AA,0.047
AA,0.995
AA,1.025
AA,1.044
AA,1.028
AA,1.047
AA,1.014
AA,0.047
AA,0.047
AA,1.011
AA,1.039
AA,1.058
AA,1.043
AA,1.06
AA,1.031
AA,0.047
AA,0.047
AA,1.025
AA,1.053
AA,1.072
AA,1.054
AA,1.074
AA,1.043
AA,0.048
VG,0.048
VG,0.05
VG,0.048
VG,0.05
VG,0.05
VG,0.05
VG,0.05
VG,0.049
VG,0.048
VG,0.05
VG,0.049
VG,0.051
VG,0.05
VG,0.05
VG,0.05
VG,0.049
VG,0.047
VG,0.05
VG,0.049
VG,0.051
VG,0.05
VG,0.05
VG,0.05
VG,0.05
VG,0.048
VG,0.05
VG,0.048
VG,0.051
VG,0.05
VG,0.051
VG,0.05
VG,0.05
VG,0.048
VG,0.05
VG,0.049
VG,0.051
VG,0.05
VG,0.051
VG,0.051
VG,0.05
VG,0.048
VG,0.05
VG,0.049
VG,0.051
VG,0.05
VG,0.051
VG,0.051
VG,0.05
VG,0.048
VG,0.05
VG,0.049
VG,0.051
VG,0.05
VG,0.051
VG,0.051
VG,0.05
VG,0.048
VG,0.051
VG,0.049
VG,0.051
VG,0.051
VG,0.051
VG,0.05
VG,0.05
VG,0.048
VG,0.052
VG,0.049
VG,0.051
VG,0.05
VG,0.051
VG,0.05
VG,0.05
VG,0.048
VG,0.052
VG,0.049
VG,0.052
VG,0.051
VG,0.051
VG,0.051
VG,0.05
VG,0.048
VG,0.051
VG,0.049
VG,0.051
VG,0.05
VG,0.051
VG,0.051
VG,0.05
VG,0.047
VG,0.051
VG,0.049
VG,0.051
VG,0.051
VG,0.051
VG,0.051
VG,0.05
VG,0.048
VG,0.052
VG,0.049
VG,0.052
VG,0.051
VG,0.051
VG,0.051
VG,0.05
VG,0.048
VG,0.052
VG,0.05
VG,0.052
VG,0.051
VG,0.051
VG,0.051
VG,0.051
VG,0.047
VG,0.052
VG,0.05
VG,0.052
VG,0.051
VG,0.051
VG,0.051
VG,0.05
VG,0.048
VG,0.052
VG,0.05
VG,0.052
VG,0.051
VG,0.051
VG,0.051
VG,0.051
VG,0.048
VG,0.052
VG,0.05
VG,0.052
VG,0.051
VG,0.051
VG,0.051
VG,0.05
VG,0.048
VG,0.052
VG,0.05
VG,0.052
VG,0.051
VG,0.052
VG,0.052
VG,0.051
VG,0.048
VG,0.052
VG,0.05
VG,0.052
VG,0.051
VG,0.052
VG,0.051
VG,0.05
VG,0.048
VG,0.052
VG,0.05
VG,0.052
VG,0.052
VG,0.052
VG,0.052
VG,0.051
VG,0.047
VG,0.052
VG,0.05
VG,0.052
VG,0.051
VG,0.052
VG,0.051
VG,0.05
VG,0.047
VG,0.052
VG,0.05
VG,0.052
VG,0.052
VG,0.052
VG,0.052
VG,0.05
VG,0.048
VG,0.052
VG,0.049
VG,0.052
VG,0.052
VG,0.052
VG,0.052
VG,0.051
VG,0.048
VG,0.052
VG,0.05
VG,0.052
VG,0.051
VG,0.052
VG,0.051
VG,0.051
VG,0.048
VG,0.052
VG,0.05
VG,0.052
VG,0.052
VG,0.051
VG,0.051
VG,0.05
VG,0.048
VG,0.052
VG,0.05
VG,0.052
VG,0.052
VG,0.052
VG,0.052
VG,0.051
VG,0.048
VG,0.052
VG,0.05
VG,0.052
VG,0.051
VG,0.052
VG,0.051
VG,0.051
VG,0.048
VG,0.052
VG,0.049
VG,0.052
VG,0.052
VG,0.051
VG,0.051
VG,0.051
VG,0.048
VG,0.052
VG,0.049
VG,0.052
VG,0.052
VG,0.052
VG,0.051
VG,0.05
VG,0.048
VG,0.052
VG,0.05
VG,0.052
VG,0.052
VG,0.052
VG,0.052
VG,0.051
VG,0.048
VG,0.053
VG,0.05
VG,0.053
VG,0.052
VG,0.052
VG,0.052
VG,0.051
VG,0.048
VG,0.052
VG,0.049
VG,0.053
VG,0.052
VG,0.052
VG,0.052
VG,0.051
VG,0.048
VG,0.052
VG,0.049
VG,0.053
VG,0.052
VG,0.052
VG,0.052
VG,0.051
VG,0.048
VG,0.053
VG,0.05
VG,0.053
VG,0.053
VG,0.052
VG,0.053
VG,0.051
VG,0.048
VG,0.053
VG,0.05
VG,0.053
VG,0.053
VG,0.052
VG,0.053
VG,0.051
VG,0.048
VG,0.053
VG,0.05
VG,0.053
VG,0.053
VG,0.053
VG,0.053
VG,0.051
VG,0.048
VG,0.054
VG,0.05
VG,0.054
VG,0.053
VG,0.053
VG,0.053
VG,0.051
VG,0.048
VG,0.053
VG,0.05
VG,0.053
VG,0.053
VG,0.053
VG,0.053
VG,0.05
VG,0.048
VG,0.054
VG,0.051
VG,0.054
VG,0.054
VG,0.054
VG,0.054
VG,0.051
VG,0.048
VG,0.055
VG,0.051
VG,0.055
VG,0.054
VG,0.054
VG,0.054
VG,0.051
VG,0.048
VG,0.055
VG,0.051
VG,0.055
VG,0.054
VG,0.054
VG,0.054
VG,0.051
VG,0.048
VG,0.056
VG,0.051
VG,0.056
VG,0.054
VG,0.055
VG,0.055
VG,0.051
VG,0.048
VG,0.055
VG,0.053
VG,0.057
VG,0.055
VG,0.055
VG,0.055
VG,0.051
VG,0.048
VG,0.056
VG,0.053
VG,0.057
VG,0.056
VG,0.055
VG,0.056
VG,0.05
VG,0.048
VG,0.057
VG,0.054
VG,0.058
VG,0.056
VG,0.057
VG,0.056
VG,0.051
VG,0.047
VG,0.057
VG,0.053
VG,0.058
VG,0.057
VG,0.058
VG,0.057
VG,0.051
VG,0.047
VG,0.058
VG,0.054
VG,0.059
VG,0.057
VG,0.058
VG,0.058
VG,0.05
VG,0.048
VG,0.058
VG,0.056
VG,0.06
VG,0.058
VG,0.059
VG,0.059
VG,0.051
VG,0.048
VG,0.059
VG,0.055
VG,0.062
VG,0.059
VG,0.059
VG,0.06
VG,0.051
VG,0.048
VG,0.06
VG,0.057
VG,0.063
VG,0.06
VG,0.062
VG,0.061
VG,0.051
VG,0.048
VG,0.061
VG,0.059
VG,0.064
VG,0.061
VG,0.061
VG,0.062
VG,0.051
VG,0.047
VG,0.062
VG,0.059
VG,0.064
VG,0.062
VG,0.062
VG,0.063
VG,0.051
VG,0.048
VG,0.063
VG,0.06
VG,0.066
VG,0.064
VG,0.064
VG,0.064
VG,0.051
VG,0.048
VG,0.064
VG,0.06
VG,0.067
VG,0.065
VG,0.065
VG,0.065
VG,0.051
VG,0.048
VG,0.065
VG,0.066
VG,0.069
VG,0.066
VG,0.069
VG,0.066
VG,0.05
VG,0.048
VG,0.067
VG,0.064
VG,0.071
VG,0.067
VG,0.069
VG,0.068
VG,0.051
VG,0.048
VG,0.068
VG,0.064
VG,0.072
VG,0.068
VG,0.071
VG,0.069
VG,0.05
VG,0.047
VG,0.07
VG,0.068
VG,0.073
VG,0.069
VG,0.072
VG,0.072
VG,0.05
VG,0.048
VG,0.072
VG,0.067
VG,0.074
VG,0.072
VG,0.075
VG,0.073
VG,0.051
VG,0.048
VG,0.074
VG,0.068
VG,0.076
VG,0.073
VG,0.077
VG,0.075
VG,0.051
VG,0.047
VG,0.075
VG,0.07
VG,0.078
VG,0.074
VG,0.077
VG,0.076
VG,0.051
VG,0.047
VG,0.077
VG,0.075
VG,0.08
VG,0.074
VG,0.079
VG,0.078
VG,0.051
VG,0.047
VG,0.079
VG,0.072
VG,0.081
VG,0.076
VG,0.082
VG,0.08
VG,0.051
VG,0.047
VG,0.08
VG,0.077
VG,0.083
VG,0.077
VG,0.082
VG,0.082
VG,0.051
VG,0.048
VG,0.082
VG,0.078
VG,0.084
VG,0.079
VG,0.086
VG,0.084
VG,0.051
VG,0.048
VG,0.083
VG,0.076
VG,0.087
VG,0.08
VG,0.09
VG,0.087
VG,0.051
VG,0.047
VG,0.085
VG,0.079
VG,0.087
VG,0.082
VG,0.089
VG,0.091
VG,0.051
VG,0.048
VG,0.086
VG,0.081
VG,0.089
VG,0.085
VG,0.095
VG,0.097
VG,0.051
VG,0.047
VG,0.088
VG,0.079
VG,0.089
VG,0.087
VG,0.092
VG,0.097
VG,0.05
VG,0.048
VG,0.09
VG,0.082
VG,0.091
VG,0.089
VG,0.099
VG,0.101
VG,0.051
VG,0.048
VG,0.092
VG,0.082
VG,0.094
VG,0.094
VG,0.093
VG,0.105
VG,0.051
VG,0.048
VG,0.094
VG,0.085
VG,0.096
VG,0.097
VG,0.098
VG,0.111
VG,0.051
VG,0.048
VG,0.099
VG,0.087
VG,0.098
VG,0.099
VG,0.1
VG,0.123
VG,0.051
VG,0.048
VG,0.102
VG,0.088
VG,0.1
VG,0.098
VG,0.102
VG,0.121
VG,0.051
VG,0.047
VG,0.105
VG,0.087
VG,0.1
VG,0.099
VG,0.118
VG,0.121
VG,0.05
VG,0.048
VG,0.108
VG,0.092
VG,0.105
VG,0.104
VG,0.103
VG,0.127
VG,0.051
VG,0.047
VG,0.106
VG,0.091
VG,0.104
VG,0.102
VG,0.112
VG,0.131
VG,0.05
VG,0.048
VG,0.108
VG,0.096
VG,0.107
VG,0.108
VG,0.128
VG,0.134
VG,0.051
VG,0.047
VG,0.111
VG,0.1
VG,0.114
VG,0.11
VG,0.119
VG,0.134
VG,0.051
VG,0.048
VG,0.114
VG,0.098
VG,0.116
VG,0.112
VG,0.119
VG,0.138
VG,0.051
VG,0.047
VG,0.113
VG,0.096
VG,0.117
VG,0.116
VG,0.123
VG,0.148
VG,0.05
VG,0.047
VG,0.116
VG,0.102
VG,0.122
VG,0.12
VG,0.122
VG,0.156
VG,0.051
VG,0.047
VG,0.117
VG,0.102
VG,0.123
VG,0.121
VG,0.123
VG,0.154
VG,0.05
VG,0.048
VG,0.122
VG,0.106
VG,0.13
VG,0.123
VG,0.145
VG,0.165
VG,0.051
VG,0.048
VG,0.134
VG,0.105
VG,0.123
VG,0.125
VG,0.13
VG,0.168
VG,0.051
VG,0.048
VG,0.132
VG,0.106
VG,0.132
VG,0.127
VG,0.144
VG,0.175
VG,0.05
VG,0.048
VG,0.134
VG,0.111
VG,0.135
VG,0.138
VG,0.158
VG,0.182
VG,0.051
VG,0.048
VG,0.139
VG,0.114
VG,0.135
VG,0.142
VG,0.144
VG,0.186
VG,0.051
VG,0.047
VG,0.157
VG,0.121
VG,0.143
VG,0.134
VG,0.145
VG,0.19
VG,0.051
VG,0.047
VG,0.15
VG,0.121
VG,0.154
VG,0.145
VG,0.164
VG,0.19
VG,0.05
VG,0.047
VG,0.142
VG,0.129
VG,0.157
VG,0.154
VG,0.177
VG,0.194
VG,0.05
VG,0.047
VG,0.165
VG,0.124
VG,0.171
VG,0.155
VG,0.164
VG,0.199
VG,0.051
VG,0.047
VG,0.17
VG,0.129
VG,0.186
VG,0.161
VG,0.173
VG,0.218
VG,0.05
VG,0.047
VG,0.177
VG,0.145
VG,0.193
VG,0.17
VG,0.186
VG,0.207
VG,0.05
VG,0.048
VG,0.186
VG,0.152
VG,0.198
VG,0.174
VG,0.192
VG,0.21
VG,0.051
OD,0.052
OD,0.052
OD,0.051
OD,0.052
OD,0.052
OD,0.055
OD,0.052
OD,0.05
OD,0.052
OD,0.052
OD,0.051
OD,0.052
OD,0.052
OD,0.055
OD,0.052
OD,0.05
OD,0.051
OD,0.053
OD,0.051
OD,0.053
OD,0.053
OD,0.056
OD,0.052
OD,0.05
OD,0.051
OD,0.053
OD,0.051
OD,0.053
OD,0.053
OD,0.056
OD,0.052
OD,0.05
OD,0.052
OD,0.053
OD,0.052
OD,0.054
OD,0.054
OD,0.056
OD,0.052
OD,0.05
OD,0.051
OD,0.053
OD,0.052
OD,0.053
OD,0.054
OD,0.056
OD,0.053
OD,0.05
OD,0.052
OD,0.054
OD,0.052
OD,0.054
OD,0.054
OD,0.056
OD,0.053
OD,0.05
OD,0.052
OD,0.054
OD,0.053
OD,0.054
OD,0.054
OD,0.057
OD,0.053
OD,0.05
OD,0.052
OD,0.054
OD,0.053
OD,0.055
OD,0.055
OD,0.057
OD,0.054
OD,0.05
OD,0.052
OD,0.054
OD,0.054
OD,0.055
OD,0.055
OD,0.058
OD,0.054
OD,0.051
OD,0.052
OD,0.054
OD,0.054
OD,0.055
OD,0.056
OD,0.058
OD,0.054
OD,0.05
OD,0.051
OD,0.055
OD,0.054
OD,0.056
OD,0.055
OD,0.058
OD,0.055
OD,0.05
OD,0.052
OD,0.055
OD,0.055
OD,0.056
OD,0.057
OD,0.06
OD,0.055
OD,0.05
OD,0.052
OD,0.056
OD,0.055
OD,0.056
OD,0.057
OD,0.059
OD,0.056
OD,0.05
OD,0.051
OD,0.057
OD,0.055
OD,0.057
OD,0.057
OD,0.06
OD,0.056
OD,0.051
OD,0.051
OD,0.058
OD,0.056
OD,0.058
OD,0.058
OD,0.061
OD,0.057
OD,0.05
OD,0.051
OD,0.058
OD,0.057
OD,0.058
OD,0.058
OD,0.061
OD,0.058
OD,0.05
OD,0.052
OD,0.059
OD,0.058
OD,0.059
OD,0.059
OD,0.063
OD,0.059
OD,0.051
OD,0.051
OD,0.06
OD,0.059
OD,0.06
OD,0.061
OD,0.063
OD,0.059
OD,0.05
OD,0.052
OD,0.061
OD,0.06
OD,0.062
OD,0.062
OD,0.064
OD,0.06
OD,0.051
OD,0.051
OD,0.062
OD,0.061
OD,0.062
OD,0.062
OD,0.065
OD,0.061
OD,0.05
OD,0.051
OD,0.064
OD,0.062
OD,0.063
OD,0.063
OD,0.066
OD,0.062
OD,0.051
OD,0.052
OD,0.065
OD,0.063
OD,0.066
OD,0.065
OD,0.068
OD,0.064
OD,0.051
OD,0.051
OD,0.066
OD,0.065
OD,0.067
OD,0.066
OD,0.068
OD,0.065
OD,0.05
OD,0.051
OD,0.068
OD,0.066
OD,0.068
OD,0.068
OD,0.07
OD,0.066
OD,0.05
OD,0.051
OD,0.069
OD,0.068
OD,0.07
OD,0.07
OD,0.073
OD,0.068
OD,0.051
OD,0.051
OD,0.072
OD,0.07
OD,0.072
OD,0.072
OD,0.074
OD,0.07
OD,0.05
OD,0.051
OD,0.074
OD,0.072
OD,0.074
OD,0.074
OD,0.078
OD,0.072
OD,0.05
OD,0.051
OD,0.076
OD,0.074
OD,0.076
OD,0.076
OD,0.08
OD,0.074
OD,0.05
OD,0.051
OD,0.079
OD,0.076
OD,0.078
OD,0.078
OD,0.082
OD,0.076
OD,0.05
OD,0.052
OD,0.082
OD,0.079
OD,0.082
OD,0.082
OD,0.084
OD,0.078
OD,0.051
OD,0.051
OD,0.084
OD,0.083
OD,0.085
OD,0.085
OD,0.088
OD,0.081
OD,0.051
OD,0.051
OD,0.088
OD,0.085
OD,0.087
OD,0.087
OD,0.091
OD,0.084
OD,0.05
OD,0.051
OD,0.092
OD,0.089
OD,0.091
OD,0.091
OD,0.094
OD,0.088
OD,0.051
OD,0.051
OD,0.094
OD,0.092
OD,0.095
OD,0.095
OD,0.098
OD,0.091
OD,0.05
OD,0.051
OD,0.099
OD,0.096
OD,0.099
OD,0.1
OD,0.104
OD,0.095
OD,0.05
OD,0.051
OD,0.104
OD,0.1
OD,0.104
OD,0.102
OD,0.105
OD,0.099
OD,0.05
OD,0.051
OD,0.108
OD,0.105
OD,0.109
OD,0.107
OD,0.112
OD,0.103
OD,0.05
OD,0.052
OD,0.114
OD,0.11
OD,0.114
OD,0.112
OD,0.117
OD,0.108
OD,0.05
OD,0.052
OD,0.119
OD,0.115
OD,0.119
OD,0.117
OD,0.121
OD,0.113
OD,0.051
OD,0.051
OD,0.125
OD,0.121
OD,0.126
OD,0.124
OD,0.128
OD,0.118
OD,0.05
OD,0.051
OD,0.133
OD,0.127
OD,0.131
OD,0.13
OD,0.136
OD,0.125
OD,0.05
OD,0.051
OD,0.14
OD,0.134
OD,0.141
OD,0.137
OD,0.141
OD,0.131
OD,0.05
OD,0.051
OD,0.148
OD,0.142
OD,0.147
OD,0.144
OD,0.148
OD,0.138
OD,0.05
OD,0.051
OD,0.155
OD,0.15
OD,0.155
OD,0.154
OD,0.159
OD,0.146
OD,0.05
OD,0.051
OD,0.164
OD,0.158
OD,0.164
OD,0.162
OD,0.166
OD,0.154
OD,0.05
OD,0.051
OD,0.174
OD,0.168
OD,0.173
OD,0.171
OD,0.177
OD,0.163
OD,0.05
OD,0.051
OD,0.184
OD,0.178
OD,0.186
OD,0.181
OD,0.186
OD,0.173
OD,0.05
OD,0.051
OD,0.193
OD,0.188
OD,0.196
OD,0.192
OD,0.196
OD,0.182
OD,0.05
OD,0.052
OD,0.206
OD,0.201
OD,0.206
OD,0.203
OD,0.207
OD,0.194
OD,0.051
OD,0.051
OD,0.218
OD,0.213
OD,0.22
OD,0.214
OD,0.22
OD,0.204
OD,0.05
OD,0.051
OD,0.232
OD,0.225
OD,0.233
OD,0.228
OD,0.233
OD,0.216
OD,0.051
OD,0.051
OD,0.245
OD,0.238
OD,0.247
OD,0.242
OD,0.246
OD,0.229
OD,0.05
OD,0.051
OD,0.259
OD,0.252
OD,0.26
OD,0.255
OD,0.258
OD,0.243
OD,0.05
OD,0.051
OD,0.272
OD,0.265
OD,0.273
OD,0.269
OD,0.272
OD,0.255
OD,0.05
OD,0.051
OD,0.287
OD,0.281
OD,0.29
OD,0.284
OD,0.288
OD,0.27
OD,0.05
OD,0.051
OD,0.3
OD,0.296
OD,0.304
OD,0.299
OD,0.303
OD,0.285
OD,0.05
OD,0.051
OD,0.317
OD,0.312
OD,0.321
OD,0.316
OD,0.319
OD,0.3
OD,0.05
OD,0.051
OD,0.333
OD,0.329
OD,0.336
OD,0.333
OD,0.335
OD,0.316
OD,0.051
OD,0.051
OD,0.35
OD,0.346
OD,0.355
OD,0.351
OD,0.352
OD,0.333
OD,0.05
OD,0.051
OD,0.367
OD,0.363
OD,0.372
OD,0.368
OD,0.37
OD,0.35
OD,0.05
OD,0.051
OD,0.384
OD,0.381
OD,0.39
OD,0.386
OD,0.386
OD,0.367
OD,0.05
OD,0.051
OD,0.403
OD,0.399
OD,0.408
OD,0.405
OD,0.405
OD,0.385
OD,0.051
OD,0.052
OD,0.42
OD,0.418
OD,0.425
OD,0.422
OD,0.423
OD,0.403
OD,0.05
OD,0.051
OD,0.438
OD,0.436
OD,0.443
OD,0.441
OD,0.44
OD,0.421
OD,0.05
OD,0.051
OD,0.457
OD,0.455
OD,0.462
OD,0.46
OD,0.458
OD,0.44
OD,0.05
OD,0.051
OD,0.477
OD,0.475
OD,0.483
OD,0.48
OD,0.48
OD,0.459
OD,0.05
OD,0.051
OD,0.497
OD,0.496
OD,0.502
OD,0.5
OD,0.497
OD,0.478
OD,0.05
OD,0.051
OD,0.518
OD,0.516
OD,0.523
OD,0.521
OD,0.518
OD,0.498
OD,0.05
OD,0.052
OD,0.539
OD,0.538
OD,0.545
OD,0.542
OD,0.538
OD,0.519
OD,0.05
OD,0.051
OD,0.56
OD,0.559
OD,0.568
OD,0.564
OD,0.561
OD,0.539
OD,0.051
OD,0.051
OD,0.582
OD,0.581
OD,0.591
OD,0.587
OD,0.583
OD,0.562
OD,0.05
OD,0.051
OD,0.604
OD,0.604
OD,0.613
OD,0.61
OD,0.605
OD,0.582
OD,0.05
OD,0.052
OD,0.628
OD,0.626
OD,0.637
OD,0.632
OD,0.628
OD,0.605
OD,0.051
OD,0.051
OD,0.651
OD,0.651
OD,0.661
OD,0.656
OD,0.651
OD,0.627
OD,0.05
OD,0.052
OD,0.674
OD,0.673
OD,0.683
OD,0.677
OD,0.674
OD,0.65
OD,0.05
OD,0.051
OD,0.695
OD,0.696
OD,0.707
OD,0.701
OD,0.696
OD,0.672
OD,0.05
OD,0.051
OD,0.719
OD,0.719
OD,0.73
OD,0.725
OD,0.721
OD,0.696
OD,0.051
OD,0.051
OD,0.74
OD,0.741
OD,0.752
OD,0.747
OD,0.741
OD,0.72
OD,0.05
OD,0.051
OD,0.761
OD,0.761
OD,0.771
OD,0.768
OD,0.764
OD,0.743
OD,0.05
OD,0.051
OD,0.775
OD,0.78
OD,0.788
OD,0.785
OD,0.781
OD,0.762
OD,0.05
OD,0.051
OD,0.793
OD,0.797
OD,0.807
OD,0.802
OD,0.799
OD,0.779
OD,0.05
OD,0.051
OD,0.81
OD,0.813
OD,0.825
OD,0.819
OD,0.813
OD,0.795
OD,0.05
OD,0.051
OD,0.829
OD,0.832
OD,0.841
OD,0.834
OD,0.831
OD,0.811
OD,0.05
OD,0.051
OD,0.845
OD,0.844
OD,0.855
OD,0.851
OD,0.847
OD,0.828
OD,0.05
OD,0.051
OD,0.859
OD,0.862
OD,0.87
OD,0.867
OD,0.863
OD,0.847
OD,0.05
OD,0.052
OD,0.875
OD,0.876
OD,0.887
OD,0.882
OD,0.874
OD,0.86
OD,0.051
OD,0.051
OD,0.89
OD,0.889
OD,0.905
OD,0.897
OD,0.892
OD,0.873
OD,0.05
OD,0.051
OD,0.91
OD,0.908
OD,0.918
OD,0.916
OD,0.909
OD,0.89
OD,0.05
OD,0.051
OD,0.923
OD,0.926
OD,0.935
OD,0.932
OD,0.924
OD,0.906
OD,0.05
OD,0.051
OD,0.938
OD,0.941
OD,0.952
OD,0.945
OD,0.94
OD,0.921
OD,0.05
OD,0.051
OD,0.952
OD,0.956
OD,0.965
OD,0.961
OD,0.954
OD,0.938
OD,0.05
OD,0.051
OD,0.968
OD,0.971
OD,0.98
OD,0.975
OD,0.971
OD,0.951
OD,0.05
OD,0.051
OD,0.979
OD,0.989
OD,0.995
OD,0.99
OD,0.987
OD,0.965
OD,0.05
OD,0.051
OD,0.993
OD,0.999
OD,1.009
OD,1.004
OD,1
OD,0.977
OD,0.05
